"EMPLID","ACAD_CAREER","TERM","TERM_DESCR","FALL_COHORT_DESCR","CLASS_NBR","CLASS_NBR_STR","STDNT_ENRL_STATUS","CRSE_GRADE_OFF","CRSE_GRADE_MODIFIED","DFW_FLAG","TERM_TYPE","CLASS_DESCR","SUBJECT","DESCR_SUBJECT_MISMATCH"
"10000004235",LAW,"0810",Fall Semester 2014,,49491,"49491",DR,A,N,0,FALL,Special Topics in PSYC,PSYC,0
"10000004236",GRAD,"0970",Spring Semester 2020,,50946,"50946",DR,C,N,0,SPRING,Seminar in BIO,HIST,1
"10000004237",GRAD,"0970",Spring Semester 2020,,41212,"41212",EN,N,N,0,SPRING,Fundamentals of CS,CS,0
"10000004238",UGRD,"1110",Fall Semester 2024,,46922,"46922",WL,B,N,1,FALL,Lab in MATH,MATH,0
"10000004239",UGRD,"1110",Fall Semester 2024,,57335,"57335",WL,A,N,1,FALL,Fundamentals of ART,ART,0
"10000004240",GRAD,"1030",Spring Semester 2022,,52053,"52053",EN,C,C,0,SPRING,Fundamentals of ART,ENGL,1
"10000004241",LAW,"0900",Fall Semester 2017,,38262,"38262",DR,N,N,0,FALL,Topics in MATH,MATH,0
"10000004242",UGRD,"1080",Fall Semester 2023,,59395,"59395",WL,C,N,1,FALL,Survey of PSYC,PSYC,0
"10000004243",GRAD,"0950",Summer Semester 2019,,31208,"31208",WL,A,N,1,SUMMER,Workshop: MATH,MATH,0
"10000004244",GRAD,"1010",Summer Semester 2021,,52856,"52856",EN,C,C,0,SUMMER,Seminar in BIO,BIO,0
"10000004245",LAW,"1100",Summer Semester 2024,,34908,"34908",WL,P,N,1,SUMMER,Topics in HIST,HIST,0
"10000004246",GRAD,"1000",Spring Semester 2021,,41029,"41029",EN,P,P,0,SPRING,Seminar in PHYS,PHYS,0
"10000004247",UGRD,"1090",Spring Semester 2024,,32627,"32627",WL,B,N,1,SPRING,Principles of PHYS,PHYS,0
"10000004248",LAW,"0980",Summer Semester 2020,,32609,"32609",DR,N,N,0,SUMMER,Intro to MATH,MATH,0
"10000004249",LAW,"0840",Fall Semester 2015,,44688,"44688",WL,P,N,1,FALL,Special Topics in HIST,HIST,0
"10000004250",UGRD,"0990",Fall Semester 2020,,53063,"53063",DR,C,N,0,FALL,Lab in ENGL,ENGL,0
"10000004251",GRAD,"0810",Fall Semester 2014,,32759,"32759",WL,B,N,1,FALL,Lab in ECON,ECON,0
"10000004252",UGRD,"0940",Spring Semester 2019,,42813,"42813",WL,A,N,1,SPRING,Principles of ECON,PHYS,1
"10000004253",LAW,"1040",Summer Semester 2022,,35695,"35695",WL,C,N,1,SUMMER,Special Topics in ENGL,ENGL,0
"10000004254",LAW,"0890",Summer Semester 2017,,38455,"38455",DR,P,N,0,SUMMER,Seminar in HIST,HIST,0
"10000004255",LAW,"0890",Summer Semester 2017,,33694,"33694",EN,,N,0,SUMMER,Principles of MATH,MATH,0
"10000004256",GRAD,"1120",Spring Semester 2025,,47590,"47590",WL,,N,1,SPRING,Workshop: ENGL,ENGL,0
"10000004257",GRAD,"0870",Fall Semester 2016,,59905,"59905",DR,C,N,0,FALL,Principles of MATH,MATH,0
"10000004258",GRAD,"1140",Fall Semester 2025,,32851,"32851",DR,B,N,0,FALL,Advanced PSYC,PHYS,1
"10000004259",UGRD,"1030",Spring Semester 2022,,36004,"36004",EN,B,B,0,SPRING,Principles of BIO,BIO,0
"10000004260",UGRD,"0860",Summer Semester 2016,,56040,"56040",DR,A,N,0,SUMMER,Workshop: MATH,MATH,0
"10000004261",LAW,"0860",Summer Semester 2016,,42843,"42843",DR,N,N,0,SUMMER,Principles of MATH,MATH,0
"10000004262",GRAD,"0860",Summer Semester 2016,,45566,"45566",DR,C,N,0,SUMMER,Intro to MATH,HIST,1
"10000004263",LAW,"0900",Fall Semester 2017,,57317,"57317",DR,N,N,0,FALL,Seminar in CS,CS,0
"10000004264",LAW,"1040",Summer Semester 2022,,54681,"54681",EN,N,N,0,SUMMER,Topics in PHYS,ENGL,1
"10000004265",UGRD,"1070",Summer Semester 2023,,32864,"32864",DR,,N,0,SUMMER,Fundamentals of CS,CS,0
"10000004266",UGRD,"1160",Summer Semester 2026,,55876,"55876",WL,,N,1,SUMMER,Fundamentals of CHEM,CHEM,0
"10000004267",GRAD,"0810",Fall Semester 2014,Fall Semester 2014,30631,"30631",EN,N,N,0,FALL,Fundamentals of MATH,MATH,0
"10000004268",UGRD,"1010",Summer Semester 2021,,33587,"33587",DR,B,N,0,SUMMER,Workshop: PSYC,PSYC,0
"10000004269",LAW,"1010",Summer Semester 2021,,56844,"56844",DR,,N,0,SUMMER,Principles of ECON,ECON,0
"10000004270",LAW,"1090",Spring Semester 2024,,57412,"57412",DR,C,N,0,SPRING,Lab in ENGL,PHYS,1
"10000004271",GRAD,"1010",Summer Semester 2021,,32073,"32073",EN,B,B,0,SUMMER,Survey of CHEM,CHEM,0
"10000004272",LAW,"1120",Spring Semester 2025,,32240,"32240",EN,B,B,0,SPRING,Fundamentals of CS,CS,0
"10000004273",UGRD,"1180",Spring Semester 2027,,47444,"47444",WL,N,N,1,SPRING,Seminar in HIST,HIST,0
"10000004274",UGRD,"1120",Spring Semester 2025,,47968,"47968",EN,P,P,0,SPRING,Lab in CHEM,CHEM,0
"10000004275",UGRD,"0950",Summer Semester 2019,,31208,"31208",DR,N,N,0,SUMMER,Workshop: MATH,MATH,0
"10000004276",GRAD,"1090",Spring Semester 2024,,48745,"48745",EN,P,P,0,SPRING,Intro to CHEM,CHEM,0
"10000004277",LAW,"0870",Fall Semester 2016,,31034,"31034",WL,A,N,1,FALL,Special Topics in ART,PSYC,1
"10000004278",LAW,"1130",Summer Semester 2025,,42662,"42662",EN,C,C,0,SUMMER,Topics in PHYS,PHYS,0
"10000004279",LAW,"0970",Spring Semester 2020,,54776,"54776",WL,P,N,1,SPRING,Lab in PHYS,PHYS,0
"10000004280",UGRD,"1110",Fall Semester 2024,,55977,"55977",DR,P,N,0,FALL,Lab in ENGL,ECON,1
"10000004281",GRAD,"1160",Summer Semester 2026,,47915,"47915",DR,N,N,0,SUMMER,Fundamentals of PHYS,PHYS,0
"10000004282",GRAD,"0960",Fall Semester 2019,,34030,"34030",WL,,N,1,FALL,Lab in CHEM,HIST,1
"10000004283",LAW,"1130",Summer Semester 2025,,32761,"32761",EN,N,N,0,SUMMER,Intro to PSYC,PSYC,0
"10000004284",GRAD,"0810",Fall Semester 2014,,30631,"30631",WL,B,N,1,FALL,Fundamentals of MATH,MATH,0
"10000004285",GRAD,"0900",Fall Semester 2017,Fall Semester 2017,39177,"39177",EN,N,N,0,FALL,Survey of CHEM,CHEM,0
"10000004286",GRAD,"1020",Fall Semester 2021,,34221,"34221",DR,N,N,0,FALL,Advanced CS,BIO,1
"10000004287",GRAD,"1170",Fall Semester 2026,,37626,"37626",DR,N,N,0,FALL,Lab in PSYC,PSYC,0
"10000004288",UGRD,"0830",Summer Semester 2015,,45931,"45931",WL,A,N,1,SUMMER,Intro to PHYS,PHYS,0
"10000004289",GRAD,"0920",Summer Semester 2018,,48430,"48430",DR,C,N,0,SUMMER,Fundamentals of MATH,MATH,0
"10000004290",LAW,"1090",Spring Semester 2024,,36357,"36357",DR,P,N,0,SPRING,Workshop: MATH,MATH,0
"10000004291",LAW,"1010",Summer Semester 2021,,49612,"49612",DR,A,N,0,SUMMER,Advanced MATH,MATH,0
"10000004292",GRAD,"1070",Summer Semester 2023,,55806,"55806",DR,,N,0,SUMMER,Fundamentals of BIO,BIO,0
"10000004293",UGRD,"1130",Summer Semester 2025,,47071,"47071",DR,,N,0,SUMMER,Seminar in HIST,HIST,0
"10000004294",UGRD,"0850",Spring Semester 2016,,49119,"49119",DR,C,N,0,SPRING,Intro to ART,HIST,1
"10000004295",UGRD,"0850",Spring Semester 2016,,56730,"56730",WL,C,N,1,SPRING,Seminar in BIO,BIO,0
"10000004296",GRAD,"1190",Summer Semester 2027,,44288,"44288",WL,N,N,1,SUMMER,Intro to CHEM,CHEM,0
"10000004297",LAW,"1100",Summer Semester 2024,,39830,"39830",EN,B,B,0,SUMMER,Advanced PHYS,PHYS,0
"10000004298",UGRD,"1000",Spring Semester 2021,,45008,"45008",DR,B,N,0,SPRING,Seminar in ENGL,ENGL,0
"10000004299",UGRD,"0920",Summer Semester 2018,,38300,"38300",EN,A,A,0,SUMMER,Fundamentals of ENGL,ENGL,0
"10000004300",LAW,"0930",Fall Semester 2018,Fall Semester 2018,33134,"33134",EN,P,P,0,FALL,Principles of ENGL,ENGL,0
"10000004301",GRAD,"1070",Summer Semester 2023,,58283,"58283",EN,P,P,0,SUMMER,Principles of HIST,HIST,0
"10000004302",GRAD,"0810",Fall Semester 2014,Fall Semester 2014,44754,"44754",EN,A,A,0,FALL,Intro to MATH,MATH,0
"10000004303",LAW,"1070",Summer Semester 2023,,32826,"32826",EN,,N,0,SUMMER,Lab in PHYS,PHYS,0
"10000004304",GRAD,"1160",Summer Semester 2026,,51248,"51248",WL,P,N,1,SUMMER,Survey of CHEM,CHEM,0
"10000004305",GRAD,"0980",Summer Semester 2020,,44644,"44644",DR,N,N,0,SUMMER,Special Topics in BIO,BIO,0
"10000004306",GRAD,"0980",Summer Semester 2020,,50215,"50215",EN,N,N,0,SUMMER,Seminar in ART,ART,0
"10000004307",UGRD,"0890",Summer Semester 2017,,50043,"50043",EN,N,N,0,SUMMER,Lab in PHYS,PHYS,0
"10000004308",UGRD,"1100",Summer Semester 2024,,53233,"53233",WL,A,N,1,SUMMER,Special Topics in MATH,MATH,0
"10000004309",GRAD,"1080",Fall Semester 2023,,52205,"52205",DR,C,N,0,FALL,Advanced PSYC,PSYC,0
"10000004310",GRAD,"1140",Fall Semester 2025,,39645,"39645",WL,N,N,1,FALL,Principles of BIO,PSYC,1
"10000004311",GRAD,"1120",Spring Semester 2025,,53292,"53292",WL,B,N,1,SPRING,Lab in ECON,PSYC,1
"10000004312",UGRD,"1120",Spring Semester 2025,,54170,"54170",EN,,N,0,SPRING,Principles of BIO,ENGL,1
"10000004313",GRAD,"1050",Fall Semester 2022,,53935,"53935",WL,A,N,1,FALL,Lab in HIST,HIST,0
"10000004314",GRAD,"1150",Spring Semester 2026,,35175,"35175",EN,C,C,0,SPRING,Seminar in PSYC,PSYC,0
"10000004315",UGRD,"1010",Summer Semester 2021,,53344,"53344",WL,B,N,1,SUMMER,Topics in CS,CS,0
"10000004316",UGRD,"0880",Spring Semester 2017,,51922,"51922",WL,A,N,1,SPRING,Intro to ENGL,ENGL,0
"10000004317",GRAD,"1130",Summer Semester 2025,,41788,"41788",WL,N,N,1,SUMMER,Special Topics in ART,ART,0
"10000004318",LAW,"1120",Spring Semester 2025,,54344,"54344",DR,B,N,0,SPRING,Workshop: PHYS,PHYS,0
"10000004319",UGRD,"1190",Summer Semester 2027,,42401,"42401",WL,A,N,1,SUMMER,Seminar in CHEM,CHEM,0
"10000004320",UGRD,"0960",Fall Semester 2019,Fall Semester 2019,41515,"41515",EN,P,P,0,FALL,Special Topics in MATH,MATH,0
"10000004321",LAW,"0830",Summer Semester 2015,,46752,"46752",WL,P,N,1,SUMMER,Special Topics in CS,CS,0
"10000004322",UGRD,"0870",Fall Semester 2016,,54274,"54274",DR,A,N,0,FALL,Seminar in HIST,HIST,0
"10000004323",LAW,"1120",Spring Semester 2025,,33563,"33563",DR,C,N,0,SPRING,Workshop: HIST,HIST,0
"10000004324",LAW,"1070",Summer Semester 2023,,51876,"51876",DR,B,N,0,SUMMER,Survey of ENGL,ENGL,0
"10000004325",UGRD,"1160",Summer Semester 2026,,33655,"33655",DR,C,N,0,SUMMER,Principles of PSYC,PSYC,0
"10000004326",GRAD,"0980",Summer Semester 2020,,44035,"44035",WL,A,N,1,SUMMER,Seminar in ENGL,ENGL,0
"10000004327",GRAD,"0930",Fall Semester 2018,Fall Semester 2018,55127,"55127",EN,P,P,0,FALL,Workshop: PSYC,PSYC,0
"10000004328",LAW,"1010",Summer Semester 2021,,43996,"43996",EN,,N,0,SUMMER,Lab in ART,CHEM,1
"10000004329",GRAD,"1060",Spring Semester 2023,,30063,"30063",EN,B,B,0,SPRING,Principles of PHYS,PHYS,0
"10000004330",LAW,"0830",Summer Semester 2015,,48545,"48545",DR,,N,0,SUMMER,Workshop: PSYC,PSYC,0
"10000004331",GRAD,"1010",Summer Semester 2021,,55589,"55589",EN,C,C,0,SUMMER,Intro to BIO,ART,1
"10000004332",UGRD,"1020",Fall Semester 2021,,59844,"59844",DR,B,N,0,FALL,Fundamentals of ECON,ECON,0
"10000004333",GRAD,"1020",Fall Semester 2021,,30323,"30323",WL,,N,1,FALL,Fundamentals of PHYS,PHYS,0
"10000004334",LAW,"0810",Fall Semester 2014,,40389,"40389",WL,A,N,1,FALL,Workshop: PHYS,PHYS,0
"10000004335",UGRD,"0830",Summer Semester 2015,,46971,"46971",DR,,N,0,SUMMER,Advanced PHYS,PHYS,0
"10000004336",UGRD,"1010",Summer Semester 2021,,32460,"32460",WL,C,N,1,SUMMER,Principles of PSYC,PSYC,0
"10000004337",UGRD,"0820",Spring Semester 2015,,35621,"35621",DR,,N,0,SPRING,Advanced HIST,HIST,0
"10000004338",GRAD,"1120",Spring Semester 2025,,41642,"41642",EN,C,C,0,SPRING,Seminar in ENGL,ENGL,0
"10000004339",UGRD,"1000",Spring Semester 2021,,43321,"43321",DR,,N,0,SPRING,Principles of ART,ART,0
"10000004340",GRAD,"0870",Fall Semester 2016,,45836,"45836",WL,C,N,1,FALL,Special Topics in ECON,MATH,1
"10000004341",GRAD,"0920",Summer Semester 2018,,44937,"44937",DR,C,N,0,SUMMER,Special Topics in PHYS,PHYS,0
"10000004342",LAW,"1100",Summer Semester 2024,,33874,"33874",DR,A,N,0,SUMMER,Special Topics in HIST,HIST,0
"10000004343",LAW,"1080",Fall Semester 2023,,50919,"50919",DR,,N,0,FALL,Advanced ART,ART,0
"10000004344",LAW,"0990",Fall Semester 2020,,37816,"37816",DR,A,N,0,FALL,Survey of PSYC,PSYC,0
"10000004345",LAW,"1150",Spring Semester 2026,,59057,"59057",DR,N,N,0,SPRING,Principles of MATH,MATH,0
"10000004346",UGRD,"0820",Spring Semester 2015,,45100,"45100",DR,A,N,0,SPRING,Intro to BIO,BIO,0
"10000004347",GRAD,"0970",Spring Semester 2020,,49317,"49317",WL,C,N,1,SPRING,Intro to ENGL,ENGL,0
"10000004348",UGRD,"1140",Fall Semester 2025,,34073,"34073",WL,N,N,1,FALL,Seminar in MATH,MATH,0
"10000004349",LAW,"0840",Fall Semester 2015,,30868,"30868",WL,N,N,1,FALL,Fundamentals of PHYS,ART,1
"10000004350",LAW,"1160",Summer Semester 2026,,49136,"49136",EN,A,A,0,SUMMER,Workshop: ECON,ECON,0
"10000004351",UGRD,"1180",Spring Semester 2027,,57727,"57727",EN,B,B,0,SPRING,Lab in ENGL,BIO,1
"10000004352",UGRD,"0980",Summer Semester 2020,,32484,"32484",EN,B,B,0,SUMMER,Topics in PHYS,PHYS,0
"10000004353",GRAD,"1120",Spring Semester 2025,,57313,"57313",WL,C,N,1,SPRING,Intro to HIST,HIST,0
"10000004354",UGRD,"1020",Fall Semester 2021,,51300,"51300",WL,,N,1,FALL,Lab in ECON,ECON,0
"10000004355",GRAD,"0900",Fall Semester 2017,,40486,"40486",DR,C,N,0,FALL,Special Topics in PSYC,PSYC,0
"10000004356",LAW,"1060",Spring Semester 2023,,50382,"50382",DR,N,N,0,SPRING,Workshop: CHEM,CHEM,0
"10000004357",UGRD,"1120",Spring Semester 2025,,41642,"41642",WL,,N,1,SPRING,Seminar in ENGL,ENGL,0
"10000004358",UGRD,"0930",Fall Semester 2018,,31677,"31677",DR,B,N,0,FALL,Topics in HIST,HIST,0
"10000004359",GRAD,"0960",Fall Semester 2019,Fall Semester 2019,48281,"48281",EN,P,P,0,FALL,Intro to PSYC,PSYC,0
"10000004360",UGRD,"0840",Fall Semester 2015,Fall Semester 2015,54194,"54194",EN,B,B,0,FALL,Topics in HIST,HIST,0
"10000004361",UGRD,"1100",Summer Semester 2024,,45625,"45625",EN,A,A,0,SUMMER,Seminar in PSYC,PSYC,0
"10000004362",LAW,"0850",Spring Semester 2016,,41809,"41809",DR,P,N,0,SPRING,Intro to ENGL,ENGL,0
"10000004363",GRAD,"1050",Fall Semester 2022,,54256,"54256",DR,N,N,0,FALL,Lab in ART,BIO,1
"10000004364",GRAD,"1160",Summer Semester 2026,,34889,"34889",DR,,N,0,SUMMER,Special Topics in BIO,BIO,0
"10000004365",LAW,"0820",Spring Semester 2015,,52167,"52167",DR,A,N,0,SPRING,Seminar in MATH,BIO,1
"10000004366",LAW,"0900",Fall Semester 2017,Fall Semester 2017,36492,"36492",EN,B,B,0,FALL,Survey of PHYS,PHYS,0
"10000004367",LAW,"0920",Summer Semester 2018,,57198,"57198",WL,,N,1,SUMMER,Principles of PHYS,PHYS,0
"10000004368",GRAD,"1000",Spring Semester 2021,,37242,"37242",EN,N,N,0,SPRING,Intro to CS,CS,0
"10000004369",GRAD,"0810",Fall Semester 2014,,40416,"40416",WL,B,N,1,FALL,Fundamentals of MATH,MATH,0
"10000004370",UGRD,"1160",Summer Semester 2026,,39758,"39758",WL,C,N,1,SUMMER,Principles of HIST,HIST,0
"10000004371",GRAD,"1180",Spring Semester 2027,,44662,"44662",DR,P,N,0,SPRING,Advanced HIST,HIST,0
"10000004372",LAW,"1080",Fall Semester 2023,Fall Semester 2023,53862,"53862",EN,B,B,0,FALL,Fundamentals of BIO,BIO,0
"10000004373",LAW,"0900",Fall Semester 2017,,59566,"59566",WL,A,N,1,FALL,Seminar in ECON,ECON,0
"10000004374",GRAD,"0910",Spring Semester 2018,,42151,"42151",DR,B,N,0,SPRING,Survey of CHEM,CHEM,0
"10000004375",UGRD,"1120",Spring Semester 2025,,39056,"39056",DR,P,N,0,SPRING,Special Topics in ECON,ECON,0
"10000004376",GRAD,"1150",Spring Semester 2026,,38032,"38032",DR,C,N,0,SPRING,Advanced BIO,BIO,0
"10000004377",LAW,"1090",Spring Semester 2024,,33108,"33108",DR,A,N,0,SPRING,Fundamentals of CS,CS,0
"10000004378",UGRD,"1120",Spring Semester 2025,,50381,"50381",EN,C,C,0,SPRING,Special Topics in ENGL,ENGL,0
"10000004379",GRAD,"0810",Fall Semester 2014,,49222,"49222",DR,B,N,0,FALL,Advanced CS,BIO,1
"10000004380",LAW,"1150",Spring Semester 2026,,36843,"36843",EN,P,P,0,SPRING,Survey of MATH,MATH,0
"10000004381",UGRD,"1100",Summer Semester 2024,,38401,"38401",EN,A,A,0,SUMMER,Topics in MATH,MATH,0
"10000004382",LAW,"1040",Summer Semester 2022,,46481,"46481",DR,,N,0,SUMMER,Special Topics in ECON,ECON,0
"10000004383",UGRD,"0840",Fall Semester 2015,,53959,"53959",DR,A,N,0,FALL,Advanced CHEM,CHEM,0
"10000004384",UGRD,"0860",Summer Semester 2016,,44540,"44540",DR,P,N,0,SUMMER,Intro to ART,ART,0
"10000004385",LAW,"0890",Summer Semester 2017,,41086,"41086",WL,P,N,1,SUMMER,Fundamentals of HIST,HIST,0
"10000004386",GRAD,"0830",Summer Semester 2015,,51336,"51336",EN,C,C,0,SUMMER,Intro to CS,CS,0
"10000004387",LAW,"1140",Fall Semester 2025,Fall Semester 2025,37262,"37262",EN,C,C,0,FALL,Principles of PHYS,PHYS,0
"10000004388",UGRD,"0960",Fall Semester 2019,,57064,"57064",WL,,N,1,FALL,Survey of BIO,BIO,0
"10000004389",GRAD,"0850",Spring Semester 2016,,41751,"41751",DR,,N,0,SPRING,Advanced ENGL,ENGL,0
"10000004390",UGRD,"1080",Fall Semester 2023,,59232,"59232",DR,N,N,0,FALL,Intro to HIST,HIST,0
"10000004391",GRAD,"0930",Fall Semester 2018,,52570,"52570",WL,N,N,1,FALL,Intro to HIST,HIST,0
"10000004392",GRAD,"1090",Spring Semester 2024,,50787,"50787",WL,,N,1,SPRING,Topics in BIO,BIO,0
"10000004393",GRAD,"1050",Fall Semester 2022,Fall Semester 2022,42827,"42827",EN,N,N,0,FALL,Advanced MATH,MATH,0
"10000004394",GRAD,"1040",Summer Semester 2022,,30861,"30861",WL,B,N,1,SUMMER,Principles of PHYS,PHYS,0
"10000004395",GRAD,"1190",Summer Semester 2027,,31599,"31599",WL,N,N,1,SUMMER,Topics in CHEM,CHEM,0
"10000004396",LAW,"0900",Fall Semester 2017,Fall Semester 2017,34639,"34639",EN,N,N,0,FALL,Survey of CHEM,CHEM,0
"10000004397",LAW,"1010",Summer Semester 2021,,46035,"46035",EN,A,A,0,SUMMER,Lab in CS,CS,0
"10000004398",GRAD,"0990",Fall Semester 2020,Fall Semester 2020,31672,"31672",EN,P,P,0,FALL,Intro to ECON,ECON,0
"10000004399",GRAD,"0870",Fall Semester 2016,Fall Semester 2016,37597,"37597",EN,C,C,0,FALL,Fundamentals of BIO,BIO,0
"10000004400",GRAD,"0890",Summer Semester 2017,,33398,"33398",DR,,N,0,SUMMER,Special Topics in MATH,ART,1
"10000004401",GRAD,"1160",Summer Semester 2026,,40121,"40121",DR,B,N,0,SUMMER,Intro to BIO,CHEM,1
"10000004402",UGRD,"1150",Spring Semester 2026,,37162,"37162",EN,B,B,0,SPRING,Seminar in HIST,HIST,0
"10000004403",LAW,"0890",Summer Semester 2017,,44327,"44327",EN,N,N,0,SUMMER,Survey of HIST,HIST,0
"10000004404",LAW,"1060",Spring Semester 2023,,32883,"32883",DR,,N,0,SPRING,Survey of MATH,MATH,0
"10000004405",GRAD,"0990",Fall Semester 2020,,59604,"59604",DR,N,N,0,FALL,Topics in BIO,BIO,0
"10000004406",LAW,"1150",Spring Semester 2026,,33745,"33745",EN,B,B,0,SPRING,Topics in PSYC,CS,1
"10000004407",LAW,"1120",Spring Semester 2025,,47968,"47968",WL,A,N,1,SPRING,Lab in CHEM,CHEM,0
"10000004408",LAW,"0860",Summer Semester 2016,,58738,"58738",EN,P,P,0,SUMMER,Workshop: ART,ART,0
"10000004409",GRAD,"1020",Fall Semester 2021,Fall Semester 2021,59595,"59595",EN,P,P,0,FALL,Principles of HIST,HIST,0
"10000004410",UGRD,"0980",Summer Semester 2020,,37895,"37895",DR,B,N,0,SUMMER,Seminar in CHEM,CHEM,0
"10000004411",GRAD,"1140",Fall Semester 2025,Fall Semester 2025,43605,"43605",EN,C,C,0,FALL,Topics in ART,ART,0
"10000004412",UGRD,"1030",Spring Semester 2022,,37266,"37266",DR,A,N,0,SPRING,Workshop: MATH,MATH,0
"10000004413",UGRD,"1110",Fall Semester 2024,,36440,"36440",WL,N,N,1,FALL,Fundamentals of PSYC,PSYC,0
"10000004414",LAW,"0990",Fall Semester 2020,Fall Semester 2020,57695,"57695",EN,C,C,0,FALL,Intro to ECON,ECON,0
"10000004415",UGRD,"0940",Spring Semester 2019,,42551,"42551",DR,C,N,0,SPRING,Intro to ENGL,ENGL,0
"10000004416",UGRD,"0900",Fall Semester 2017,,31188,"31188",WL,C,N,1,FALL,Survey of BIO,BIO,0
"10000004417",LAW,"0900",Fall Semester 2017,,50368,"50368",WL,C,N,1,FALL,Principles of PHYS,PHYS,0
"10000004418",GRAD,"1150",Spring Semester 2026,,46978,"46978",DR,P,N,0,SPRING,Survey of ART,ART,0
"10000004419",UGRD,"0830",Summer Semester 2015,,38631,"38631",WL,A,N,1,SUMMER,Topics in BIO,BIO,0
"10000004420",UGRD,"1080",Fall Semester 2023,Fall Semester 2023,54129,"54129",EN,A,A,0,FALL,Intro to ENGL,HIST,1
"10000004421",LAW,"0890",Summer Semester 2017,,38455,"38455",WL,,N,1,SUMMER,Seminar in HIST,HIST,0
"10000004422",LAW,"0810",Fall Semester 2014,,49110,"49110",DR,N,N,0,FALL,Workshop: ECON,ECON,0
"10000004423",UGRD,"0880",Spring Semester 2017,,59732,"59732",WL,P,N,1,SPRING,Seminar in PHYS,PHYS,0
"10000004424",GRAD,"0950",Summer Semester 2019,,35898,"35898",EN,B,B,0,SUMMER,Workshop: ECON,ECON,0
"10000004425",GRAD,"0830",Summer Semester 2015,,45376,"45376",EN,N,N,0,SUMMER,Principles of CS,CS,0
"10000004426",GRAD,"1020",Fall Semester 2021,,51107,"51107",DR,,N,0,FALL,Survey of ECON,ECON,0
"10000004427",UGRD,"1000",Spring Semester 2021,,57034,"57034",DR,N,N,0,SPRING,Fundamentals of ENGL,ENGL,0
"10000004428",LAW,"1020",Fall Semester 2021,,31355,"31355",DR,P,N,0,FALL,Principles of ART,CHEM,1
"10000004429",GRAD,"0920",Summer Semester 2018,,52606,"52606",DR,N,N,0,SUMMER,Workshop: ART,ART,0
"10000004430",UGRD,"1190",Summer Semester 2027,,59409,"59409",DR,P,N,0,SUMMER,Workshop: CS,CS,0
"10000004431",UGRD,"0890",Summer Semester 2017,,51142,"51142",DR,C,N,0,SUMMER,Workshop: PSYC,PHYS,1
"10000004432",LAW,"0860",Summer Semester 2016,,34828,"34828",WL,,N,1,SUMMER,Survey of BIO,BIO,0
"10000004433",GRAD,"1160",Summer Semester 2026,,43407,"43407",WL,A,N,1,SUMMER,Fundamentals of ENGL,CHEM,1
"10000004434",UGRD,"0850",Spring Semester 2016,,39556,"39556",EN,B,B,0,SPRING,Topics in CS,CS,0
"10000004435",LAW,"0820",Spring Semester 2015,,48041,"48041",DR,C,N,0,SPRING,Fundamentals of PHYS,HIST,1
"10000004436",LAW,"1070",Summer Semester 2023,,56880,"56880",DR,C,N,0,SUMMER,Topics in MATH,PSYC,1
"10000004437",GRAD,"1120",Spring Semester 2025,,43929,"43929",EN,N,N,0,SPRING,Intro to ENGL,ENGL,0
"10000004438",LAW,"0900",Fall Semester 2017,,56163,"56163",DR,N,N,0,FALL,Fundamentals of ART,ART,0
"10000004439",UGRD,"1140",Fall Semester 2025,,31951,"31951",DR,P,N,0,FALL,Principles of ART,ART,0
"10000004440",UGRD,"0810",Fall Semester 2014,,53414,"53414",WL,B,N,1,FALL,Seminar in PHYS,PHYS,0
"10000004441",LAW,"1160",Summer Semester 2026,,51951,"51951",EN,A,A,0,SUMMER,Fundamentals of PHYS,PHYS,0
"10000004442",GRAD,"1180",Spring Semester 2027,,59364,"59364",WL,C,N,1,SPRING,Seminar in MATH,MATH,0
"10000004443",UGRD,"0980",Summer Semester 2020,,37895,"37895",DR,A,N,0,SUMMER,Seminar in CHEM,CHEM,0
"10000004444",LAW,"0890",Summer Semester 2017,,32394,"32394",EN,A,A,0,SUMMER,Survey of CHEM,CHEM,0
"10000004445",UGRD,"1030",Spring Semester 2022,,38512,"38512",DR,N,N,0,SPRING,Topics in ECON,ENGL,1
"10000004446",UGRD,"1130",Summer Semester 2025,,46022,"46022",DR,N,N,0,SUMMER,Survey of CHEM,CHEM,0
"10000004447",UGRD,"1000",Spring Semester 2021,,54932,"54932",EN,C,C,0,SPRING,Intro to CHEM,CHEM,0
"10000004448",LAW,"1060",Spring Semester 2023,,35847,"35847",DR,C,N,0,SPRING,Special Topics in ECON,MATH,1
"10000004449",UGRD,"1070",Summer Semester 2023,,36078,"36078",EN,C,C,0,SUMMER,Principles of ECON,ECON,0
"10000004450",LAW,"0980",Summer Semester 2020,,35317,"35317",WL,P,N,1,SUMMER,Fundamentals of BIO,BIO,0
"10000004451",GRAD,"1170",Fall Semester 2026,,49038,"49038",DR,N,N,0,FALL,Seminar in PSYC,PSYC,0
"10000004452",LAW,"1120",Spring Semester 2025,,34086,"34086",EN,N,N,0,SPRING,Fundamentals of CS,CS,0
"10000004453",LAW,"0960",Fall Semester 2019,Fall Semester 2019,38417,"38417",EN,,N,0,FALL,Seminar in CHEM,ENGL,1
"10000004454",UGRD,"0930",Fall Semester 2018,,30462,"30462",DR,P,N,0,FALL,Special Topics in PSYC,PSYC,0
